end_date,reading
2002-01-31,0.08725486607836855
2002-02-28,0.09198438680118756
2002-03-31,0.091581125615474
2002-04-30,0.09356962124504871
2002-05-31,0.09308540297045623
2002-06-30,0.09401793285476548
2002-07-31,0.09408656351751188
2002-08-31,0.09365360122748394
2002-09-30,0.09387985205945401
2002-10-31,0.09329361600789814
2002-11-30,0.09307066821941613
2002-12-31,0.09247549685087021
2003-01-31,0.09033262504079231
2003-02-28,0.08707860634168078
2003-03-31,0.09070828899231019
2003-04-30,0.09339219610082788
2003-05-31,0.09304978401278569
2003-06-30,0.09458387652367162
2003-07-31,0.0953751865440213
2003-08-31,0.09705086415699833
2003-09-30,0.09609870199970243
2003-10-31,0.0948301882614992
2003-11-30,0.09407416199487913
2003-12-31,0.09308881140252394
2004-01-31,0.0902466117961753
2004-02-29,0.08991358102155217
2004-03-31,0.09022313454206103
2004-04-30,0.09288857354867246
2004-05-31,0.09333721007898331
2004-06-30,0.0931353822118163
2004-07-31,0.09270796064632868
2004-08-31,0.09406969915390073
2004-09-30,0.0931583113677914
2004-10-31,0.09352506029915163
2004-11-30,0.09136189103630296
2004-12-31,0.09149939781171738
2005-01-31,0.0895231458452218
2005-02-28,0.08732750702792216
2005-03-31,0.0872467651398501
2005-04-30,0.09210265769863456
2005-05-31,0.0913958529829608
2005-06-30,0.09331338305545837
2005-07-31,0.09347620093456999
2005-08-31,0.09204079885946756
2005-09-30,0.09357539688855798
2005-10-31,0.09367684583597109
2005-11-30,0.0927635589305314
2005-12-31,0.09057918395896196
2006-01-31,0.08839334014780416
2006-02-28,0.08740312686883081
2006-03-31,0.08684910200245259
2006-04-30,0.0910016611859653
2006-05-31,0.09235677520414584
2006-06-30,0.09256378848510269
2006-07-31,0.09528626666873811
2006-08-31,0.09345088761056469
2006-09-30,0.09417640312109878
2006-10-31,0.09383798296594612
2006-11-30,0.09246042745164863
2006-12-31,0.09147049111779677
2007-01-31,0.09137407942114942
2007-02-28,0.09238643978541691
2007-03-31,0.0917171132822392
2007-04-30,0.09413526360236517
2007-05-31,0.09490579124284426
2007-06-30,0.09324417465457542
2007-07-31,0.09211659554559602
2007-08-31,0.09270695516282235
2007-09-30,0.09217037294674321
2007-10-31,0.09165255731712846
2007-11-30,0.09124364715417083
2007-12-31,0.09105822606580073
2008-01-31,0.08994993038654998
2008-02-29,0.08966572520598762
2008-03-31,0.09016642090187041
2008-04-30,0.09036738467410292
2008-05-31,0.09249027520636714
2008-06-30,0.09317230543722825
2008-07-31,0.09312310666218089
2008-08-31,0.09294042058112052
2008-09-30,0.09286379517761258
2008-10-31,0.09187069031189528
2008-11-30,0.09141056918419425
2008-12-31,0.09026001833342827
2009-01-31,0.0919217553739432
2009-02-28,0.08969844265515214
2009-03-31,0.0915761677739068
2009-04-30,0.09534736373497167
2009-05-31,0.09459334921785288
2009-06-30,0.09500453516277309
2009-07-31,0.09450476803332172
2009-08-31,0.09618172416676574
2009-09-30,0.09651129141256046
2009-10-31,0.09525387746003385
2009-11-30,0.09560626790402046
2009-12-31,0.0940777393606116
2010-01-31,0.08650750719298894
2010-02-28,0.08231791437160985
2010-03-31,0.08792901104786763
2010-04-30,0.09040454640760087
2010-05-31,0.0907264932145535
2010-06-30,0.09109989740959744
2010-07-31,0.0939881022464647
2010-08-31,0.09162041771424377
2010-09-30,0.09066784825193024
2010-10-31,0.09075027657668423
2010-11-30,0.09113641329988521
2010-12-31,0.08377475170380384
2011-01-31,0.08549559391946962
2011-02-28,0.0888679604356558
2011-03-31,0.08950467539241816
2011-04-30,0.09110424064907607
2011-05-31,0.09365888855031744
2011-06-30,0.09221400489776278
2011-07-31,0.09178973531520014
2011-08-31,0.09093180156510208
2011-09-30,0.09101789207953731
2011-10-31,0.09092440445474145
2011-11-30,0.09310432977539985
2011-12-31,0.09019561290817779
2012-01-31,0.08802555733861023
2012-02-29,0.08578960533385839
2012-03-31,0.0875730922454586
2012-04-30,0.09103112794936237
2012-05-31,0.09128342983839392
2012-06-30,0.09091615131979086
2012-07-31,0.08994399625096715
2012-08-31,0.09221558067351425
2012-09-30,0.09232017391990786
2012-10-31,0.0911109530814837
2012-11-30,0.0909259378641716
2012-12-31,0.0880598887928276
2013-01-31,0.08745097054260938
2013-02-28,0.08658194411281012
2013-03-31,0.08710637617915777
2013-04-30,0.08854192388443542
2013-05-31,0.08947503263503831
2013-06-30,0.08916971047332112
2013-07-31,0.09169839777979026
2013-08-31,0.0928089031094254
2013-09-30,0.09142833415060772
2013-10-31,0.09069423862713123
2013-11-30,0.08927312390962866
